ROI_Name,X_base,Y_base
ROI_0,3043.0,6828.0
ROI_0,3043.0,6842.0
ROI_0,3043.0,6850.0
ROI_0,3043.0,6857.0
ROI_0,3043.0,6879.0
ROI_0,3043.0,6893.0
ROI_0,3043.0,6908.0
ROI_0,3043.0,6915.0
ROI_0,3043.0,6922.0
ROI_0,3043.0,6930.0
ROI_0,3043.0,6937.0
ROI_0,3043.0,6944.0
ROI_0,3043.0,6951.0
ROI_0,3043.0,6959.0
ROI_0,3043.0,6966.0
ROI_0,3043.0,6973.0
ROI_0,3043.0,6980.0
ROI_0,3050.0,6995.0
ROI_0,3050.0,7009.0
ROI_0,3050.0,7031.0
ROI_0,3057.0,7060.0
ROI_0,3065.0,7111.0
ROI_0,3079.0,7140.0
ROI_0,3087.0,7191.0
ROI_0,3094.0,7242.0
ROI_0,3108.0,7293.0
ROI_0,3123.0,7315.0
ROI_0,3130.0,7336.0
ROI_0,3130.0,7351.0
ROI_0,3137.0,7373.0
ROI_0,3137.0,7387.0
ROI_0,3145.0,7395.0
ROI_0,3145.0,7409.0
ROI_0,3145.0,7424.0
ROI_0,3152.0,7438.0
ROI_0,3152.0,7467.0
ROI_0,3159.0,7482.0
ROI_0,3166.0,7504.0
ROI_0,3174.0,7518.0
ROI_0,3174.0,7547.0
ROI_0,3181.0,7569.0
ROI_0,3181.0,7598.0
ROI_0,3188.0,7620.0
ROI_0,3196.0,7634.0
ROI_0,3196.0,7663.0
ROI_0,3196.0,7700.0
ROI_0,3217.0,7736.0
ROI_0,3225.0,7787.0
ROI_0,3232.0,7809.0
ROI_0,3239.0,7838.0
ROI_0,3246.0,7867.0
ROI_0,3261.0,7918.0
ROI_0,3275.0,7961.0
ROI_0,3290.0,8005.0
ROI_0,3305.0,8041.0
ROI_0,3305.0,8048.0
ROI_0,3326.0,8099.0
ROI_0,3341.0,8136.0
ROI_0,3370.0,8208.0
ROI_0,3406.0,8274.0
ROI_0,3464.0,8354.0
ROI_0,3508.0,8405.0
ROI_0,3530.0,8441.0
ROI_0,3559.0,8463.0
ROI_0,3602.0,8499.0
ROI_0,3653.0,8528.0
ROI_0,3697.0,8557.0
ROI_0,3755.0,8579.0
ROI_0,3784.0,8586.0
ROI_0,3791.0,8593.0
ROI_0,3813.0,8593.0
ROI_0,3828.0,8601.0
ROI_0,3871.0,8608.0
ROI_0,3908.0,8615.0
ROI_0,3944.0,8615.0
ROI_0,3973.0,8615.0
ROI_0,3995.0,8615.0
ROI_0,4002.0,8622.0
ROI_0,4017.0,8622.0
ROI_0,4024.0,8622.0
ROI_0,4038.0,8615.0
ROI_0,4046.0,8608.0
ROI_0,4046.0,8601.0
ROI_0,4060.0,8601.0
ROI_0,4067.0,8586.0
ROI_0,4096.0,8586.0
ROI_0,4104.0,8572.0
ROI_0,4118.0,8572.0
ROI_0,4126.0,8557.0
ROI_0,4140.0,8557.0
ROI_0,4155.0,8550.0
ROI_0,4169.0,8550.0
ROI_0,4176.0,8550.0
ROI_0,4191.0,8543.0
ROI_0,4205.0,8543.0
ROI_0,4213.0,8535.0
ROI_0,4227.0,8535.0
ROI_0,4242.0,8528.0
ROI_0,4271.0,8528.0
ROI_0,4300.0,8528.0
ROI_0,4314.0,8528.0
ROI_0,4322.0,8528.0
ROI_0,4329.0,8528.0
ROI_0,4336.0,8528.0
ROI_0,4358.0,8535.0
ROI_0,4373.0,8543.0
ROI_0,4394.0,8550.0
ROI_0,4409.0,8564.0
ROI_0,4431.0,8572.0
ROI_0,4445.0,8579.0
ROI_0,4474.0,8593.0
ROI_0,4496.0,8608.0
ROI_0,4532.0,8622.0
ROI_0,4562.0,8644.0
ROI_0,4605.0,8666.0
ROI_0,4649.0,8688.0
ROI_0,4685.0,8710.0
ROI_0,4692.0,8710.0
ROI_0,4700.0,8724.0
ROI_0,4736.0,8746.0
ROI_0,4765.0,8768.0
ROI_0,4794.0,8804.0
ROI_0,4838.0,8819.0
ROI_0,4874.0,8840.0
ROI_0,4910.0,8870.0
ROI_0,4925.0,8891.0
ROI_0,4947.0,8913.0
ROI_0,4961.0,8928.0
ROI_0,4976.0,8949.0
ROI_0,4997.0,8971.0
ROI_0,5019.0,8986.0
ROI_0,5027.0,9000.0
ROI_0,5034.0,9015.0
ROI_0,5041.0,9029.0
ROI_0,5048.0,9037.0
ROI_0,5063.0,9058.0
ROI_0,5070.0,9058.0
ROI_0,5077.0,9073.0
ROI_0,5085.0,9095.0
ROI_0,5092.0,9102.0
ROI_0,5092.0,9117.0
ROI_0,5099.0,9131.0
ROI_0,5114.0,9138.0
ROI_0,5114.0,9146.0
ROI_0,5121.0,9182.0
ROI_0,5128.0,9196.0
ROI_0,5136.0,9218.0
ROI_0,5143.0,9233.0
ROI_0,5150.0,9240.0
ROI_0,5150.0,9255.0
ROI_0,5157.0,9269.0
ROI_0,5172.0,9276.0
ROI_0,5179.0,9291.0
ROI_0,5186.0,9305.0
ROI_0,5194.0,9313.0
ROI_0,5208.0,9320.0
ROI_0,5208.0,9335.0
ROI_0,5223.0,9342.0
ROI_0,5237.0,9356.0
ROI_0,5244.0,9378.0
ROI_0,5252.0,9385.0
ROI_0,5259.0,9393.0
ROI_0,5259.0,9407.0
ROI_0,5266.0,9414.0
ROI_0,5274.0,9429.0
ROI_0,5295.0,9451.0
ROI_0,5317.0,9465.0
ROI_0,5332.0,9487.0
ROI_0,5353.0,9502.0
ROI_0,5375.0,9523.0
ROI_0,5390.0,9538.0
ROI_0,5412.0,9553.0
ROI_0,5426.0,9567.0
ROI_0,5455.0,9582.0
ROI_0,5492.0,9603.0
ROI_0,5521.0,9618.0
ROI_0,5542.0,9632.0
ROI_0,5557.0,9647.0
ROI_0,5579.0,9662.0
ROI_0,5601.0,9676.0
ROI_0,5622.0,9691.0
ROI_0,5651.0,9712.0
ROI_0,5673.0,9727.0
ROI_0,5702.0,9741.0
ROI_0,5739.0,9763.0
ROI_0,5782.0,9792.0
ROI_0,5811.0,9807.0
ROI_0,5826.0,9821.0
ROI_0,5840.0,9836.0
ROI_0,5855.0,9858.0
ROI_0,5891.0,9879.0
ROI_0,5920.0,9909.0
ROI_0,5920.0,9916.0
ROI_0,5949.0,9938.0
ROI_0,5978.0,9959.0
ROI_0,6029.0,9981.0
ROI_0,6073.0,10010.0
ROI_0,6116.0,10032.0
ROI_0,6145.0,10047.0
ROI_0,6175.0,10083.0
ROI_0,6218.0,10097.0
ROI_0,6269.0,10127.0
ROI_0,6313.0,10141.0
ROI_0,6356.0,10163.0
ROI_0,6378.0,10177.0
ROI_0,6414.0,10192.0
ROI_0,6465.0,10228.0
ROI_0,6487.0,10250.0
ROI_0,6538.0,10279.0
ROI_0,6560.0,10294.0
ROI_0,6581.0,10308.0
ROI_0,6625.0,10344.0
ROI_0,6669.0,10366.0
ROI_0,6727.0,10403.0
ROI_0,6770.0,10439.0
ROI_0,6828.0,10468.0
ROI_0,6872.0,10497.0
ROI_0,6916.0,10533.0
ROI_0,6937.0,10562.0
ROI_0,6967.0,10577.0
ROI_0,6981.0,10599.0
ROI_0,7003.0,10613.0
ROI_0,7017.0,10635.0
ROI_0,7046.0,10664.0
ROI_0,7083.0,10679.0
ROI_0,7105.0,10715.0
ROI_0,7119.0,10737.0
ROI_0,7134.0,10759.0
ROI_0,7155.0,10773.0
ROI_0,7184.0,10810.0
ROI_0,7199.0,10831.0
ROI_0,7228.0,10868.0
ROI_0,7264.0,10904.0
ROI_0,7301.0,10926.0
ROI_0,7330.0,10962.0
ROI_0,7352.0,10984.0
ROI_0,7381.0,11013.0
ROI_0,7402.0,11042.0
ROI_0,7439.0,11078.0
ROI_0,7468.0,11129.0
ROI_0,7533.0,11195.0
ROI_0,7591.0,11253.0
ROI_0,7649.0,11296.0
ROI_0,7686.0,11333.0
ROI_0,7715.0,11354.0
ROI_0,7729.0,11384.0
ROI_0,7751.0,11398.0
ROI_0,7788.0,11434.0
ROI_0,7809.0,11463.0
ROI_0,7838.0,11500.0
ROI_0,7860.0,11522.0
ROI_0,7889.0,11551.0
ROI_0,7911.0,11587.0
ROI_0,7955.0,11631.0
ROI_0,8006.0,11667.0
ROI_0,8049.0,11710.0
ROI_0,8085.0,11747.0
ROI_0,8085.0,11754.0
ROI_0,8115.0,11798.0
ROI_0,8158.0,11834.0
ROI_0,8180.0,11870.0
ROI_0,8194.0,11892.0
ROI_0,8209.0,11914.0
ROI_0,8223.0,11936.0
ROI_0,8245.0,11972.0
ROI_0,8267.0,12001.0
ROI_0,8303.0,12045.0
ROI_0,8332.0,12081.0
ROI_0,8391.0,12139.0
ROI_0,8427.0,12183.0
ROI_0,8456.0,12212.0
ROI_0,8471.0,12241.0
ROI_0,8485.0,12248.0
ROI_0,8500.0,12277.0
ROI_0,8529.0,12306.0
ROI_0,8558.0,12343.0
ROI_0,8594.0,12386.0
ROI_0,8609.0,12423.0
ROI_0,8652.0,12481.0
ROI_0,8667.0,12517.0
ROI_0,8681.0,12553.0
ROI_0,8703.0,12604.0
ROI_0,8747.0,12655.0
ROI_0,8776.0,12699.0
ROI_0,8819.0,12749.0
ROI_0,8856.0,12800.0
ROI_0,8877.0,12837.0
ROI_0,8892.0,12873.0
ROI_0,8914.0,12931.0
ROI_0,8943.0,12960.0
ROI_0,8965.0,13026.0
ROI_0,8994.0,13069.0
ROI_0,9015.0,13106.0
ROI_0,9030.0,13149.0
ROI_0,9045.0,13178.0
ROI_0,9052.0,13207.0
ROI_0,9066.0,13236.0
ROI_0,9088.0,13265.0
ROI_0,9110.0,13287.0
ROI_0,9124.0,13316.0
ROI_0,9139.0,13345.0
ROI_0,9154.0,13382.0
ROI_0,9175.0,13403.0
ROI_0,9190.0,13418.0
ROI_0,9212.0,13454.0
ROI_0,9233.0,13483.0
ROI_0,9255.0,13512.0
ROI_0,9270.0,13549.0
ROI_0,9292.0,13571.0
ROI_0,9321.0,13607.0
ROI_0,9379.0,13672.0
ROI_0,9451.0,13730.0
ROI_0,9502.0,13789.0
ROI_0,9597.0,13832.0
ROI_0,9662.0,13883.0
ROI_0,9713.0,13919.0
ROI_0,9735.0,13934.0
ROI_0,9764.0,13948.0
ROI_0,9807.0,13977.0
ROI_0,9866.0,13999.0
ROI_0,9931.0,14043.0
ROI_0,9996.0,14065.0
ROI_0,10076.0,14094.0
ROI_0,10127.0,14108.0
ROI_0,10200.0,14130.0
ROI_0,10272.0,14152.0
ROI_0,10374.0,14174.0
ROI_0,10505.0,14217.0
ROI_0,10658.0,14268.0
ROI_0,10774.0,14312.0
ROI_0,10890.0,14348.0
ROI_0,11006.0,14355.0
ROI_0,11152.0,14370.0
ROI_0,11304.0,14377.0
ROI_0,11450.0,14399.0
ROI_0,11551.0,14406.0
ROI_0,11711.0,14421.0
ROI_0,11864.0,14421.0
ROI_0,12053.0,14421.0
ROI_0,12241.0,14421.0
ROI_0,12394.0,14392.0
ROI_0,12532.0,14370.0
ROI_0,12728.0,14341.0
ROI_0,12983.0,14297.0
ROI_0,13237.0,14261.0
ROI_0,13426.0,14203.0
ROI_0,13607.0,14166.0
ROI_0,13702.0,14159.0
ROI_0,13789.0,14130.0
ROI_0,13949.0,14086.0
ROI_0,14181.0,13948.0
ROI_0,14305.0,13861.0
ROI_0,14341.0,13810.0
ROI_0,14356.0,13767.0
ROI_0,14385.0,13709.0
ROI_0,14458.0,13578.0
ROI_0,14545.0,13454.0
ROI_0,14683.0,13345.0
ROI_0,14864.0,13251.0
ROI_0,15104.0,13091.0
ROI_0,15322.0,12873.0
ROI_0,15504.0,12713.0
ROI_0,15518.0,12713.0
ROI_0,15635.0,12575.0
ROI_0,15729.0,12430.0
ROI_0,15845.0,12234.0
ROI_0,15918.0,12066.0
ROI_0,15983.0,11892.0
ROI_0,16027.0,11754.0
ROI_0,16049.0,11565.0
ROI_0,16085.0,11354.0
ROI_0,16107.0,11158.0
ROI_0,16136.0,10977.0
ROI_0,16136.0,10737.0
ROI_0,16136.0,10461.0
ROI_0,16136.0,10083.0
ROI_0,16136.0,9734.0
ROI_0,16136.0,9407.0
ROI_0,16136.0,9109.0
ROI_0,16136.0,8797.0
ROI_0,16136.0,8790.0
ROI_0,16136.0,8521.0
ROI_0,16136.0,8201.0
ROI_0,16107.0,7961.0
ROI_0,16107.0,7954.0
ROI_0,16071.0,7736.0
ROI_0,16049.0,7583.0
ROI_0,16049.0,7569.0
ROI_0,16020.0,7387.0
ROI_0,15983.0,7213.0
ROI_0,15983.0,7198.0
ROI_0,15962.0,7031.0
ROI_0,15918.0,6915.0
ROI_0,15918.0,6908.0
ROI_0,15867.0,6755.0
ROI_0,15787.0,6624.0
ROI_0,15729.0,6479.0
ROI_0,15671.0,6334.0
ROI_0,15591.0,6181.0
ROI_0,15497.0,6036.0
ROI_0,15402.0,5869.0
ROI_0,15271.0,5694.0
ROI_0,15119.0,5505.0
ROI_0,14966.0,5309.0
ROI_0,14821.0,5149.0
ROI_0,14683.0,5004.0
ROI_0,14668.0,4990.0
ROI_0,14487.0,4801.0
ROI_0,14290.0,4612.0
ROI_0,14109.0,4459.0
ROI_0,13949.0,4321.0
ROI_0,13753.0,4161.0
ROI_0,13506.0,3972.0
ROI_0,13186.0,3776.0
ROI_0,12939.0,3645.0
ROI_0,12743.0,3529.0
ROI_0,12568.0,3420.0
ROI_0,12409.0,3333.0
ROI_0,12212.0,3231.0
ROI_0,11973.0,3130.0
ROI_0,11784.0,3086.0
ROI_0,11559.0,3021.0
ROI_0,11384.0,2977.0
ROI_0,11202.0,2897.0
ROI_0,11006.0,2839.0
ROI_0,10788.0,2781.0
ROI_0,10505.0,2730.0
ROI_0,10207.0,2686.0
ROI_0,9902.0,2657.0
ROI_0,9887.0,2657.0
ROI_0,9539.0,2635.0
ROI_0,9161.0,2635.0
ROI_0,9146.0,2635.0
ROI_0,8732.0,2621.0
ROI_0,8703.0,2621.0
ROI_0,8318.0,2621.0
ROI_0,8289.0,2621.0
ROI_0,8027.0,2643.0
ROI_0,7853.0,2672.0
ROI_0,7838.0,2672.0
ROI_0,7657.0,2657.0
ROI_0,7526.0,2643.0
ROI_0,7395.0,2635.0
ROI_0,7286.0,2635.0
ROI_0,7163.0,2635.0
ROI_0,7068.0,2635.0
ROI_0,7003.0,2635.0
ROI_0,6974.0,2635.0
ROI_0,6908.0,2643.0
ROI_0,6836.0,2643.0
ROI_0,6727.0,2665.0
ROI_0,6632.0,2679.0
ROI_0,6538.0,2694.0
ROI_0,6429.0,2694.0
ROI_0,6334.0,2701.0
ROI_0,6254.0,2715.0
ROI_0,6182.0,2715.0
ROI_0,6109.0,2715.0
ROI_0,6022.0,2723.0
ROI_0,5949.0,2752.0
ROI_0,5942.0,2752.0
ROI_0,5877.0,2773.0
ROI_0,5819.0,2781.0
ROI_0,5775.0,2803.0
ROI_0,5739.0,2824.0
ROI_0,5702.0,2839.0
ROI_0,5659.0,2846.0
